         x         y         z
     1.867    -0.128     0.949
    -1.685     0.338    -0.937
    -1.044    -0.866    -0.560
     1.001     0.314     0.801
    -1.433    -0.687    -0.766
    -0.553     1.157    -0.211
     1.665     1.137     0.418
    -0.144    -0.759    -0.104
     0.203    -1.723    -0.031
     0.965    -1.212     0.288
     1.872    -0.526     0.826
     0.377     1.482     0.033
    -1.322    -1.724     0.148
    -0.505     1.650     0.038
    -1.729     1.050    -0.491
    -1.264    -1.933     0.338
     0.542    -0.037     0.515
     0.925     0.555     0.678
    -0.250     1.613     0.010
    -0.078     0.990    -0.043
    -1.074    -1.589     0.016
     1.213     0.936     0.555
     0.533    -1.501     0.035
     1.536    -1.488     0.082
    -0.338     0.806    -0.230
     0.436     0.608     0.346
     0.079     1.298     0.021
     0.239    -0.810     0.163
    -1.791    -1.941     0.353
    -1.752     0.890    -0.619
    -1.145    -1.219    -0.314
    -0.348     0.898    -0.213
    -1.100     0.528    -0.770
     1.503     1.098     0.455
     1.317     1.349     0.213
     0.740     0.408     0.619
     0.154    -0.750     0.112
    -0.472    -1.167    -0.179
     1.146     0.624     0.739
     0.301     1.656    -0.025
    -0.778     0.447    -0.633
     0.996     0.108     0.834
    -0.694    -1.861     0.183
    -1.237    -1.729     0.149
    -0.519     0.095    -0.493
    -1.937     1.289    -0.260
     0.448    -0.294     0.414
     0.797    -0.809     0.494
    -1.251    -1.543    -0.026
     1.842     1.996    -0.397
    -1.641    -1.478    -0.092
    -0.339    -0.235    -0.323
     0.678    -1.033     0.321
    -1.831    -1.995     0.398
     1.489     1.251     0.313
     0.553    -1.254     0.163
    -1.590    -1.036    -0.509
    -0.883    -1.137    -0.325
     0.917     0.178     0.781
     1.538     1.199     0.363
    -0.609     0.699    -0.438
    -0.822     1.539    -0.023
    -1.810     0.516    -0.845
     0.117     1.773    -0.023
    -0.468     1.119    -0.197
    -0.836     1.859     0.211
     1.686     0.054     0.992
     0.868     0.903     0.472
     1.353     0.238     0.949
     1.267    -0.279     0.917
    -0.918     1.226    -0.269
     0.346     0.677     0.264
    -1.780     1.660     0.087
     0.948    -0.757     0.591
     1.321    -0.173     0.954
     0.734     1.658    -0.059
     1.800     1.868    -0.285
    -0.557    -1.405    -0.087
    -0.837     0.768    -0.534
     1.481     1.703    -0.131
    -0.454     1.823     0.109
     0.113    -0.683     0.087
    -0.185    -1.228    -0.062
     0.372    -0.233     0.354
    -0.096    -1.123    -0.041
     1.808    -0.742     0.717
     0.868    -0.767     0.549
     1.383     1.652    -0.080
     1.078     0.348     0.828
    -1.011    -0.677    -0.661
    -0.780     0.474    -0.626
    -0.231    -0.815    -0.157
     0.459     0.054     0.443
     0.812    -1.537     0.025
     1.412     1.314     0.251
    -0.952     1.533    -0.031
    -1.494    -0.316    -0.948
    -1.628     0.835    -0.670
    -1.416    -0.334    -0.933
    -0.380    -1.213    -0.130
    -1.170    -0.545    -0.787
    -1.379    -0.693    -0.755
     0.717    -1.330     0.157
    -1.788    -1.997     0.403
    -1.929     0.357    -0.877
    -0.540     0.484    -0.455
    -1.451    -1.330    -0.236
    -0.867     1.666     0.072
     0.677     0.600     0.517
     0.809     1.045     0.363
    -1.629    -1.481    -0.089
    -1.126    -1.453    -0.106
    -1.976    -0.945    -0.538
    -1.344     0.293    -0.933
    -0.027    -0.911    -0.016
     0.196     0.153     0.192
     0.498    -1.352     0.103
    -1.431     1.950     0.366
    -0.549     0.171    -0.514
    -1.029    -0.192    -0.841
    -0.866     1.078    -0.360
     1.453     1.721    -0.148
     1.650     0.864     0.648
    -1.144    -1.385    -0.168
     0.456     1.298     0.119
     1.836    -1.645    -0.071
     0.225     0.033     0.223
    -1.046     1.638     0.058
    -1.378    -1.125    -0.423
     1.323    -0.684     0.752
     0.929     0.134     0.794
     1.322     0.931     0.579
    -0.856    -0.067    -0.754
     1.812    -1.904    -0.317
    -0.980    -0.485    -0.735
    -0.272    -0.422    -0.245
    -0.626     1.438    -0.077
     1.066     1.651    -0.070
     1.259    -1.878    -0.288
    -0.982    -1.095    -0.381
     1.903    -0.025     0.945
     0.559     1.424     0.078
     0.264     0.499     0.229
     0.676    -0.023     0.625
     1.429    -0.858     0.648
    -0.814     0.571    -0.612
     0.517    -0.412     0.453
     0.580    -0.631     0.443
     0.469    -0.576     0.379
    -0.165    -0.491    -0.145
     0.581     1.483     0.048
     0.057     1.968    -0.022
     0.476    -0.085     0.457
    -0.146    -0.118    -0.145
    -0.265    -1.617     0.012
     1.195     1.362     0.193
     0.581    -0.322     0.520
    -1.347     0.425    -0.888
     0.272    -0.347     0.252
     1.534    -0.357     0.936
     1.026     0.704     0.652
     0.812     1.490     0.058
    -1.263    -0.675    -0.744
     0.951    -1.193     0.300
     1.873    -0.007     0.955
     0.935     1.833    -0.209
    -0.214     0.316    -0.202
    -1.226    -0.204    -0.922
    -0.150    -0.716    -0.113
     0.832    -0.504     0.647
     0.089     1.901    -0.029
     1.094    -1.811    -0.212
     1.304     1.501     0.068
    -1.564     1.083    -0.468
     1.040     0.226     0.841
    -0.699     0.403    -0.592
    -1.614     0.792    -0.702
     1.268    -0.862     0.621
     0.621    -1.469     0.059
     1.670     1.475     0.095
     0.504     0.831     0.326
     1.731    -0.386     0.915
     0.863     1.011     0.403
    -1.737     1.313    -0.252
    -1.020    -0.373    -0.793
    -0.535    -1.720     0.076
    -1.031    -0.946    -0.502
    -0.968    -1.233    -0.273
    -1.865     0.106    -0.952
    -0.655     0.285    -0.584
    -0.196    -1.046    -0.098
     0.337    -1.377     0.064
     1.671    -1.324     0.243
    -0.288    -0.666    -0.224
     0.633    -1.047     0.296
    -0.677    -0.680    -0.487
     1.142    -0.694     0.699
     1.342    -0.613     0.796
    -0.754    -0.745    -0.503
     0.882    -1.793    -0.170
    -0.601     0.790    -0.398
    -0.521    -0.556    -0.422
     1.176    -0.273     0.889
    -1.838     0.523    -0.836
     0.814    -0.912     0.445
     0.301    -0.936     0.176
     0.842    -1.545     0.019
     1.278    -0.094     0.953
     1.470     0.568     0.839
     0.571    -0.946     0.316
    -0.315     1.511    -0.018
    -0.725    -0.333    -0.627
     1.815     0.463     0.868
     1.641     1.369     0.200
    -0.438     0.175    -0.417
    -1.275     1.595     0.023
    -0.408    -1.162    -0.158
     1.460    -0.146     0.983
     1.870     0.045     0.955
     1.959     1.235     0.305
     0.631    -1.603    -0.019
     0.267     1.565     0.002
     1.759     1.837    -0.259
     0.962     1.585    -0.012
    -1.534     0.663    -0.788
     1.326    -0.153     0.959
     1.263     1.792    -0.209
     1.851     0.603     0.792
     1.192     1.621    -0.046
    -1.462    -0.383    -0.922
     1.971     0.128     0.913
    -0.070    -1.549    -0.001
    -1.248    -1.445    -0.119
    -0.783     0.394    -0.652
     0.599     0.565     0.476
     0.862     0.992     0.415
     0.892    -0.370     0.726
     1.777    -0.505     0.857
    -1.986     1.187    -0.342
     1.146    -0.194     0.894
    -1.060     0.962    -0.499
    -0.363     1.200    -0.129
     1.656    -0.554     0.847
     0.657    -1.659    -0.054
     0.944     0.847     0.537
    -1.167     1.747     0.161
    -0.416     1.273    -0.118
     0.902    -1.360     0.164
     1.521    -0.181     0.982
    -0.841    -0.283    -0.716
    -0.787     0.097    -0.705
    -0.494     0.721    -0.356
     1.565    -1.647    -0.076
    -0.764     1.375    -0.135
    -1.249     1.465    -0.100
     1.796    -0.849     0.644
     0.068     0.205     0.066
     0.064     0.351     0.060
    -0.365     0.597    -0.295
    -1.959    -1.266    -0.277
    -1.846    -1.599     0.027
    -0.418    -0.218    -0.396
     1.677     0.945     0.582
     1.559     1.670    -0.099
     1.489    -0.662     0.786
     1.528    -1.250     0.315
     1.180     1.259     0.283
    -1.843    -1.554    -0.016
    -0.561     1.889     0.166
    -0.311     1.623     0.016
    -1.440    -0.214    -0.969
     0.755     0.922     0.414
     0.210     0.260     0.202
     0.814    -1.663    -0.067
     1.595    -0.721     0.751
     1.426    -1.843    -0.266
    -0.295     1.471    -0.029
    -0.125    -1.543    -0.003
    -1.674     0.589    -0.827
    -0.825    -0.537    -0.631
     0.982    -0.304     0.794
     1.427    -0.102     0.985
     0.861     0.838     0.507
     0.789     0.511     0.619
    -1.372     1.172    -0.380
     0.419    -0.073     0.406
     1.092    -0.611     0.727
     1.944    -1.904    -0.305
     0.783    -1.023     0.367
     0.460     1.077     0.210
    -0.515     0.666    -0.387
     1.457     0.304     0.948
    -1.946    -1.514    -0.053
     0.370    -1.238     0.118
    -0.737    -1.910     0.224
     0.984    -1.263     0.252
     1.003     1.198     0.307
    -1.404     1.758     0.184
    -0.375     1.575     0.002
    -0.647     0.180    -0.593
     1.933     0.826     0.634
     0.966    -0.223     0.802
     1.374    -1.149     0.401
    -0.062    -1.661     0.006
     1.239     1.854    -0.264
     1.515    -0.026     0.998
     0.838     1.386     0.136
    -0.420    -0.248    -0.396
    -0.142     0.015    -0.142
     0.189     1.611    -0.008
     1.904    -1.074     0.450
     1.905    -0.669     0.741
    -1.840     0.646    -0.770
    -1.783    -0.670    -0.766
    -0.322    -0.950    -0.184
    -0.487    -0.597    -0.387
    -0.359    -0.102    -0.350
     0.637     1.484     0.051
     0.712    -1.738    -0.109
     1.906    -0.398     0.871
    -0.991     0.353    -0.785
     0.105    -1.253     0.033
    -1.005     0.046    -0.843
     0.025    -1.335     0.006
    -0.979    -0.153    -0.820
    -1.874    -1.776     0.194
    -1.912     0.449    -0.849
     1.791    -1.195     0.358
     0.082    -0.906     0.050
    -0.210    -0.832    -0.140
     1.187     0.724     0.694
     1.397     1.496     0.073
    -0.412     1.154    -0.162
     0.709    -0.195     0.639
    -0.979    -0.195    -0.814
     1.661     1.284     0.281
     1.553    -1.247     0.318
    -0.100     1.758     0.019
     0.155    -1.171     0.060
    -0.411     1.665     0.038
     1.135    -0.180     0.892
    -1.955    -1.777     0.190
    -0.588    -0.443    -0.501
     0.674     0.201     0.612
     1.614     0.565     0.844
     1.053     0.232     0.846
     1.865    -1.814    -0.231
     1.829     1.462     0.105
     1.684    -1.377     0.192
     1.547    -0.510     0.873
    -1.619     0.255    -0.967
     0.143     0.850     0.094
    -1.703     1.491    -0.079
     1.162     1.859    -0.261
     1.198     0.459     0.835
     1.046    -1.207     0.308
     0.471    -1.082     0.213
    -0.497    -0.200    -0.468
    -0.894    -1.100    -0.353
     1.563     0.307     0.953
     1.892     1.070     0.455
     0.626     1.086     0.273
    -1.186     1.836     0.243
    -0.110     0.111    -0.109
    -0.919    -0.402    -0.732
     0.547    -1.328     0.125
     0.119     1.688    -0.014
    -0.098     0.238    -0.095
    -1.407     0.882    -0.627
     1.706    -0.914     0.605
     0.376     1.520     0.019
    -0.637    -1.376    -0.115
    -0.102     1.196    -0.037
    -0.552     1.394    -0.092
    -1.744     1.089    -0.456
    -1.710    -1.657     0.085
     1.443    -0.890     0.624
    -0.998    -0.068    -0.839
     1.979     0.168     0.905
     1.672    -0.227     0.969
     0.849    -1.822    -0.187
    -1.552     0.938    -0.591
     0.127     0.472     0.113
     1.179    -0.628     0.748
    -1.159     0.381    -0.851
     0.365     1.693    -0.043
    -0.891     0.082    -0.775
     0.682    -1.811    -0.150
     1.864     0.375     0.891
     0.775    -1.207     0.249
     1.224     0.279     0.904
    -1.633     0.393    -0.922
     1.989    -0.672     0.715
     1.982    -1.790    -0.199
     1.972     1.250     0.290
     1.004     1.791    -0.184
     1.929     1.871    -0.277
    -1.715    -0.461    -0.886
    -0.812     0.783    -0.514
     1.307     1.682    -0.108
     1.391     1.618    -0.046
    -1.329    -0.916    -0.591
    -1.167     1.223    -0.313
     1.361     1.222     0.334
    -1.905    -1.791     0.206
     0.694     0.471     0.570
     1.971     0.495     0.811
     1.936     0.274     0.899
    -0.348     1.024    -0.177
     1.307    -1.393     0.170
    -0.709     1.180    -0.248
    -1.486    -1.278    -0.288
     0.508    -0.094     0.484
    -0.854    -0.578    -0.631
    -0.563    -0.492    -0.470
     1.948    -1.853    -0.259
     0.462     1.842    -0.119
    -1.294     0.026    -0.962
    -1.787     1.536    -0.034
     0.282     0.951     0.162
     0.200     1.716    -0.029
    -1.632    -1.539    -0.032
    -0.199     0.151    -0.195
     0.420     0.419     0.372
    -0.633     0.417    -0.541
    -0.551    -0.319    -0.497
    -0.010     0.343    -0.010
    -1.900     0.399    -0.872
     0.510    -1.173     0.189
     0.363     1.369     0.071
    -0.630     0.476    -0.524
    -1.075     1.604     0.029
    -1.759    -0.473    -0.874
    -0.755     1.966     0.264
     1.211     1.978    -0.371
     0.237     1.907    -0.077
     0.437     0.900     0.263
    -1.741    -1.519    -0.051
     0.279     0.285     0.264
    -0.314     1.875     0.093
    -0.989     1.755     0.153
    -0.036     1.860     0.010
    -1.106     0.203    -0.876
     0.554    -0.468     0.469
     0.481    -1.236     0.152
     1.686     0.399     0.915
     1.345     1.974    -0.382
     0.519     1.743    -0.085
     0.346     0.498     0.298
    -0.482     1.763     0.088
    -1.312     1.576     0.005
    -0.731     0.354    -0.627
     0.535    -0.858     0.334
     0.625     0.162     0.578
     0.556     0.227     0.514
    -1.836     1.468    -0.099
    -1.073     1.231    -0.293
    -0.578     0.195    -0.536
    -0.062    -0.421    -0.056
    -0.280    -1.929     0.097
    -1.235     0.739    -0.698
    -0.909     0.678    -0.615
    -1.488     1.342    -0.226
     1.536     0.361     0.935
     1.996     1.973    -0.356
    -1.492    -0.987    -0.549
    -1.799     0.952    -0.565
     1.364    -0.784     0.693
     0.905    -1.150     0.321
    -0.302    -0.586    -0.248
    -0.266     1.981     0.105
    -1.766    -1.589     0.018
    -0.784     1.737     0.117
     1.087     1.450     0.107
    -0.049    -1.174    -0.019
     1.542     0.451     0.900
     1.388    -0.649     0.783
     0.207     0.213     0.201
     1.612     1.726    -0.154
     1.765    -1.005     0.526
    -1.649     1.930     0.351
     0.676    -0.874     0.401
    -0.453     1.091    -0.202
    -0.119    -0.712    -0.090
    -1.151     1.603     0.029
